dataset,clf,y_true,y_point,p_max,T,I,F
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,0.6,0.59,0.46433,0.4
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,1,1,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,KNN,0,0,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,0.99999,6e-05,0.0
Iris,NB,1,1,1.0,0.99999,4e-05,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,0.99999,4e-05,0.0
Iris,NB,1,1,1.0,1.0,2e-05,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,2e-05,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,1,1,0.99976,0.90652,0.55813,0.1
Iris,NB,1,1,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Iris,NB,0,0,1.0,1.0,0.0,0.0
Wine,LR,0,0,0.91893,0.92522,0.0972,0.0
Wine,LR,0,0,0.99195,0.99019,0.00813,0.0
Wine,LR,0,0,0.99519,0.99463,0.00443,0.0
Wine,LR,0,0,0.99539,0.99479,0.00414,0.0
Wine,LR,0,0,0.99989,0.99985,0.00014,0.0
Wine,LR,0,0,0.93987,0.94402,0.05876,0.0
Wine,LR,0,0,0.95147,0.95449,0.04792,0.0
Wine,LR,0,0,0.73398,0.75548,0.20038,0.0
Wine,LR,0,1,0.60789,0.54969,0.2602,0.3
Wine,LR,0,0,0.8755,0.88507,0.07952,0.0
Wine,LR,0,0,0.99504,0.99459,0.00573,0.0
Wine,LR,0,0,0.9954,0.99442,0.00457,0.0
Wine,LR,0,0,0.99691,0.99681,0.003,0.0
Wine,LR,1,1,0.99456,0.99349,0.00681,0.0
Wine,LR,1,1,0.99235,0.99065,0.00931,0.0
Wine,LR,1,1,0.96672,0.94013,0.09526,0.0
Wine,LR,1,1,0.98504,0.98033,0.01841,0.0
Wine,LR,1,1,0.90628,0.8811,0.14346,0.0
Wine,LR,1,1,0.98549,0.98162,0.01974,0.0
Wine,LR,1,1,0.99695,0.99525,0.00616,0.0
Wine,LR,1,1,0.97843,0.97304,0.02967,0.0
Wine,LR,1,1,0.99127,0.98481,0.02345,0.0
Wine,LR,1,1,0.98513,0.98285,0.01354,0.0
Wine,LR,1,1,0.99446,0.99364,0.00807,0.0
Wine,LR,1,1,0.95952,0.95375,0.06035,0.0
Wine,LR,1,1,0.9955,0.99403,0.00452,0.0
Wine,LR,1,1,0.99799,0.99742,0.00274,0.0
Wine,LR,0,0,0.65221,0.70173,0.31996,0.1
Wine,LR,0,0,0.88462,0.88538,0.11745,0.0
Wine,LR,0,0,0.82339,0.81613,0.22166,0.05
Wine,LR,0,0,0.94206,0.93952,0.08072,0.0
Wine,LR,0,0,0.98921,0.99019,0.00944,0.0
Wine,LR,0,0,0.97417,0.97743,0.01287,0.0
Wine,LR,0,0,0.99903,0.99854,0.00197,0.0
Wine,LR,0,0,0.99583,0.99421,0.00922,0.0
Wine,LR,0,0,0.99789,0.99752,0.00204,0.0
Wine,LR,0,0,0.99917,0.99889,0.00121,0.0
Wine,LR,0,0,0.9935,0.9924,0.00865,0.0
Wine,LR,0,0,0.90836,0.87488,0.12414,0.0
Wine,LR,0,0,0.81149,0.76214,0.1576,0.0
Wine,LR,0,0,0.67514,0.65296,0.16787,0.1
Wine,LR,0,0,0.66542,0.73074,0.26854,0.1
Wine,LR,0,0,0.99154,0.99237,0.01509,0.0
Wine,LR,0,0,0.97221,0.96799,0.04459,0.0
Wine,LR,0,0,0.93662,0.92037,0.06876,0.0
Wine,LR,0,0,0.96445,0.95476,0.04901,0.0
Wine,LR,0,0,0.99829,0.99755,0.0042,0.0
Wine,LR,0,0,0.99921,0.9992,0.0016,0.0
Wine,LR,0,0,0.98584,0.98289,0.01798,0.0
Wine,LR,0,0,0.98334,0.96284,0.04389,0.0
Wine,LR,0,0,0.99438,0.99379,0.00776,0.0
Wine,LR,0,0,0.99933,0.99913,0.00118,0.0
Wine,LR,1,1,0.68757,0.62314,0.33584,0.3
Wine,LR,1,1,0.99597,0.99446,0.01011,0.0
Wine,LR,1,1,0.95597,0.95987,0.04858,0.0
Wine,LR,1,1,0.71442,0.71092,0.20232,0.05
Wine,LR,1,1,0.8806,0.80686,0.28092,0.05
Wine,LR,1,1,0.87827,0.86803,0.14632,0.0
Wine,LR,1,1,0.99983,0.99985,0.00011,0.0
Wine,LR,1,1,0.99673,0.997,0.00211,0.0
Wine,LR,1,1,0.92864,0.9073,0.06659,0.0
Wine,LR,1,1,0.88696,0.85665,0.23267,0.05
Wine,LR,1,1,0.99781,0.99753,0.00315,0.0
Wine,LR,1,1,0.66539,0.6364,0.27184,0.2
Wine,LR,1,1,0.9922,0.99073,0.01013,0.0
Wine,LR,1,1,0.97127,0.95813,0.0507,0.0
Wine,LR,0,0,0.89992,0.87824,0.0819,0.0
Wine,LR,0,0,0.99823,0.99767,0.00193,0.0
Wine,LR,0,0,0.99968,0.99951,0.00081,0.0
Wine,LR,0,0,0.99996,0.9999,0.00036,0.0
Wine,LR,0,0,0.9997,0.99933,0.00185,0.0
Wine,LR,0,0,0.98366,0.9798,0.02479,0.0
Wine,LR,0,0,0.99946,0.99932,0.0007,0.0
Wine,LR,0,0,0.99675,0.99552,0.00646,0.0
Wine,LR,0,0,0.99964,0.99951,0.00051,0.0
Wine,LR,0,0,0.9967,0.99523,0.00683,0.0
Wine,LR,0,0,0.98402,0.97944,0.02174,0.0
Wine,LR,0,0,0.99941,0.99926,0.00107,0.0
Wine,LR,0,0,0.99483,0.99311,0.00658,0.0
Wine,LR,0,0,0.99491,0.99379,0.00515,0.0
Wine,LR,0,0,0.99734,0.99633,0.00313,0.0
Wine,LR,1,1,0.96461,0.94271,0.19914,0.0
Wine,LR,1,1,0.84623,0.81511,0.16737,0.0
Wine,LR,1,1,0.85163,0.83016,0.1209,0.0
Wine,LR,1,1,0.98976,0.98758,0.00852,0.0
Wine,LR,1,1,0.99864,0.99799,0.00218,0.0
Wine,LR,1,1,0.993,0.98967,0.01292,0.0
Wine,LR,1,1,0.99454,0.9918,0.00925,0.0
Wine,LR,1,1,0.62762,0.51466,0.3464,0.45
Wine,LR,1,1,0.99337,0.9906,0.0132,0.0
Wine,LR,1,1,0.99349,0.99169,0.00982,0.0
Wine,LR,1,1,0.99843,0.99778,0.00241,0.0
Wine,LR,1,1,0.99819,0.99733,0.00214,0.0
Wine,LR,1,1,0.6825,0.58626,0.4041,0.4
Wine,LR,1,1,0.99632,0.99266,0.01646,0.0
Wine,LR,1,1,0.84408,0.79427,0.18815,0.0
Wine,LR,0,0,0.7305,0.72772,0.21555,0.0
Wine,LR,0,0,0.93115,0.93427,0.0618,0.0
Wine,LR,0,0,0.92106,0.92693,0.06555,0.0
Wine,LR,0,0,0.99835,0.99841,0.00188,0.0
Wine,LR,0,0,0.99834,0.99798,0.00208,0.0
Wine,LR,0,0,0.99906,0.99911,0.00082,0.0
Wine,LR,0,0,0.99938,0.99937,0.00058,0.0
Wine,LR,0,0,0.99807,0.99771,0.00361,0.0
Wine,LR,0,0,0.99948,0.99934,0.00093,0.0
Wine,LR,0,0,0.8666,0.87652,0.10744,0.0
Wine,LR,0,0,0.99988,0.99983,0.00017,0.0
Wine,LR,0,0,0.9994,0.9993,0.00077,0.0
Wine,LR,0,0,0.998,0.99766,0.00196,0.0
Wine,LR,0,0,0.94258,0.94487,0.04675,0.0
Wine,LR,0,0,0.99991,0.99985,9e-05,0.0
Wine,LR,0,0,0.99864,0.99747,0.0017,0.0
Wine,LR,0,0,0.99855,0.99724,0.00425,0.0
Wine,LR,0,0,0.99769,0.99702,0.0033,0.0
Wine,LR,0,0,0.99998,0.99996,3e-05,0.0
Wine,LR,0,0,0.95135,0.93538,0.0773,0.0
Wine,LR,0,0,0.98846,0.98555,0.01092,0.0
Wine,LR,0,0,0.95914,0.96008,0.029,0.0
Wine,LR,0,0,0.77774,0.77375,0.10917,0.0
Wine,LR,1,1,0.71938,0.63969,0.29007,0.2
Wine,LR,1,1,0.79481,0.77743,0.17086,0.0
Wine,LR,1,0,0.84042,0.86574,0.15614,0.0
Wine,LR,1,1,0.87562,0.82421,0.20497,0.0
Wine,LR,1,1,0.99786,0.99725,0.00367,0.0
Wine,LR,1,1,0.97719,0.964,0.06229,0.0
Wine,LR,1,1,0.90301,0.84897,0.23197,0.0
Wine,LR,1,1,0.99912,0.99869,0.00199,0.0
Wine,LR,1,1,0.9867,0.98307,0.01808,0.0
Wine,LR,1,1,0.96869,0.95346,0.06707,0.0
Wine,LR,1,1,0.97853,0.97773,0.02205,0.0
Wine,LR,1,1,0.99999,0.99999,2e-05,0.0
Wine,LR,1,1,0.97538,0.97082,0.02927,0.0
Wine,LR,1,1,0.90371,0.84444,0.24625,0.0
Wine,LR,0,0,0.62684,0.66613,0.25152,0.15
Wine,LR,0,0,0.85363,0.85323,0.09457,0.0
Wine,LR,0,0,0.94305,0.95136,0.03812,0.0
Wine,LR,0,0,0.98797,0.98765,0.01318,0.0
Wine,LR,0,0,0.9495,0.95532,0.0322,0.0
Wine,LR,0,0,0.98494,0.98542,0.01894,0.0
Wine,LR,0,0,0.97597,0.97877,0.03596,0.0
Wine,LR,0,0,0.99888,0.99882,0.0013,0.0
Wine,LR,0,0,0.73375,0.77442,0.15783,0.0
Wine,LR,0,0,0.99967,0.99964,0.00035,0.0
Wine,LR,0,0,0.99998,0.99997,3e-05,0.0
Wine,LR,0,0,0.99743,0.99619,0.00397,0.0
Wine,LR,0,0,0.99954,0.99936,0.00062,0.0
Wine,LR,0,0,0.96723,0.95388,0.0555,0.0
Wine,LR,0,0,0.99363,0.98905,0.01264,0.0
Wine,LR,0,0,0.99928,0.99877,0.00117,0.0
Wine,LR,0,0,0.91314,0.89742,0.05416,0.0
Wine,LR,0,0,0.99952,0.99927,0.00077,0.0
Wine,LR,0,0,0.99914,0.99877,0.00176,0.0
Wine,LR,0,0,0.99964,0.99951,0.00051,0.0
Wine,LR,1,1,0.99694,0.9909,0.02784,0.0
Wine,LR,1,1,0.98856,0.98682,0.01533,0.0
Wine,LR,1,1,0.99339,0.98973,0.0163,0.0
Wine,LR,1,1,0.99728,0.99575,0.00522,0.0
Wine,LR,1,1,0.97172,0.9485,0.05127,0.0
Wine,LR,1,1,0.99708,0.99666,0.00379,0.0
Wine,LR,1,0,0.60443,0.65916,0.20653,0.1
Wine,LR,1,1,0.99863,0.99814,0.00228,0.0
Wine,LR,1,1,0.98038,0.975,0.02183,0.0
Wine,LR,1,1,0.98862,0.98696,0.01323,0.0
Wine,LR,1,1,0.99938,0.99906,0.00112,0.0
Wine,LR,1,1,0.9986,0.99817,0.00169,0.0
Wine,LR,1,1,0.99407,0.99173,0.00798,0.0
Wine,LR,1,1,0.95682,0.92486,0.08368,0.0
Wine,LR,0,0,0.87337,0.90561,0.10765,0.0
Wine,LR,0,0,0.96435,0.96534,0.03168,0.0
Wine,LR,0,0,0.9991,0.99871,0.00232,0.0
Wine,LR,0,0,0.9199,0.91417,0.0814,0.0
Wine,LR,0,0,0.98895,0.98737,0.01894,0.0
Wine,LR,0,0,0.97412,0.97693,0.02148,0.0
Wine,LR,0,0,0.99984,0.99978,0.00041,0.0
Wine,LR,0,0,0.99925,0.99899,0.00149,0.0
Wine,LR,0,0,0.99984,0.99977,0.00053,0.0
Wine,LR,0,0,0.99994,0.99993,0.0001,0.0
Wine,LR,0,0,0.9999,0.99988,0.00029,0.0
Wine,RF,0,0,0.92,0.973,0.04609,0.0
Wine,RF,0,0,0.99,0.985,0.0313,0.0
Wine,RF,0,0,0.89,0.8715,0.1217,0.0
Wine,RF,0,0,0.97,0.956,0.06823,0.0
Wine,RF,0,0,1.0,0.974,0.04622,0.0
Wine,RF,0,0,1.0,0.963,0.07618,0.0
Wine,RF,0,0,0.89,0.944,0.08658,0.0
Wine,RF,0,0,0.86,0.826,0.15381,0.0
Wine,RF,0,0,0.59,0.6705,0.23311,0.1
Wine,RF,0,0,0.89,0.861,0.11746,0.0
Wine,RF,0,0,1.0,0.99,0.01789,0.0
Wine,RF,0,0,0.96,0.9595,0.07628,0.0
Wine,RF,0,0,1.0,0.998,0.01356,0.0
Wine,RF,1,1,0.93,0.88,0.12247,0.0
Wine,RF,1,1,0.84,0.8145,0.21104,0.0
Wine,RF,1,1,0.94,0.926,0.09368,0.0
Wine,RF,1,1,0.95,0.897,0.06726,0.0
Wine,RF,1,1,0.93,0.957,0.04695,0.0
Wine,RF,1,1,0.95,0.9175,0.08047,0.0
Wine,RF,1,1,0.97,0.9675,0.03514,0.0
Wine,RF,1,1,0.8,0.758,0.15461,0.0
Wine,RF,1,1,0.99,0.953,0.05731,0.0
Wine,RF,1,1,0.99,0.9825,0.03217,0.0
Wine,RF,1,1,0.94,0.8965,0.08655,0.0
Wine,RF,1,1,0.94,0.907,0.08558,0.0
Wine,RF,1,1,0.99,0.983,0.03231,0.0
Wine,RF,1,1,0.99,0.9775,0.04376,0.0
Wine,RF,0,0,0.74,0.763,0.14129,0.0
Wine,RF,0,0,0.97,0.9405,0.08258,0.0
Wine,RF,0,0,0.77,0.764,0.15419,0.0
Wine,RF,0,0,0.92,0.884,0.13877,0.0
Wine,RF,0,0,0.95,0.948,0.05389,0.0
Wine,RF,0,0,1.0,0.99,0.02608,0.0
Wine,RF,0,0,1.0,0.9945,0.01338,0.0
Wine,RF,0,0,0.89,0.8035,0.1497,0.0
Wine,RF,0,0,1.0,0.996,0.01166,0.0
Wine,RF,0,0,0.99,0.9885,0.02216,0.0
